Date,Time,Temperature,Relative Temperature,Wind,Rel. Humidity
2014-03-03,2,2.0,-3.0,19.0,81.0
2014-03-03,3,1.0,-5.0,30.0,81.0
2014-03-03,4,1.0,-4.0,20.0,81.0
2014-03-03,5,-1.0,-7.0,26.0,86.0
2014-03-03,6,-2.0,-9.0,33.0,80.0
2014-03-03,7,-2.0,-9.0,33.0,74.0
2014-03-03,8,-6.0,-15.0,35.0,86.0
2014-03-03,9,-6.0,-14.0,31.0,80.0
2014-03-03,10,-7.0,-16.0,35.0,73.0
2014-03-03,11,-7.0,-15.0,28.0,68.0
2014-03-03,12,-7.0,-16.0,30.0,68.0
2014-03-03,13,-7.0,-16.0,30.0,73.0
2014-03-03,14,-7.0,-13.0,17.0,63.0
2014-03-03,15,-5.0,-12.0,26.0,46.0
2014-03-03,16,-5.0,-12.0,20.0,46.0
2014-03-03,17,-6.0,-14.0,28.0,45.0
2014-03-03,18,-6.0,-14.0,28.0,45.0
2014-03-03,19,-7.0,-14.0,22.0,45.0
2014-03-03,20,-7.0,-12.0,11.0,49.0
2014-03-03,21,-7.0,-12.0,11.0,49.0
2014-03-03,22,-8.0,-14.0,13.0,53.0
2014-03-03,23,-8.0,-14.0,13.0,53.0
2014-03-04,0,-9.0,-15.0,15.0,62.0
2014-03-04,1,-9.0,-15.0,13.0,57.0
2014-03-04,2,-8.0,-14.0,15.0,53.0
2014-03-04,3,-8.0,-15.0,19.0,53.0
2014-03-04,4,-7.0,-14.0,19.0,45.0
2014-03-04,5,-8.0,-14.0,13.0,49.0
2014-03-04,6,-8.0,-15.0,19.0,49.0
2014-03-04,7,-8.0,-14.0,15.0,49.0
2014-03-04,8,-7.0,-15.0,24.0,45.0
2014-03-04,9,-6.0,-11.0,13.0,42.0
2014-03-04,10,-4.0,-4.0,0.0,39.0
2014-03-04,11,-4.0,-4.0,0.0,36.0
2014-03-04,12,-3.0,-3.0,0.0,36.0
2014-03-04,13,-1.0,-1.0,0.0,31.0
2014-03-04,14,-2.0,-2.0,0.0,34.0
2014-03-04,15,-1.0,-1.0,0.0,29.0
2014-03-04,16,-1.0,-1.0,0.0,24.0
2014-03-04,17,-1.0,-1.0,0.0,29.0
2014-03-04,18,-1.0,-1.0,0.0,34.0
2014-03-04,19,-1.0,-1.0,0.0,40.0
2014-03-04,20,-1.0,-3.0,6.0,40.0
2014-03-04,21,-2.0,-6.0,11.0,47.0
2014-03-04,22,-3.0,-3.0,0.0,50.0
2014-03-04,23,-3.0,-3.0,0.0,54.0
2014-03-05,0,-2.0,-2.0,0.0,51.0
2014-03-05,1,-3.0,-6.0,7.0,59.0
2014-03-05,2,-3.0,-6.0,7.0,59.0
2014-03-05,3,-3.0,-7.0,9.0,64.0
2014-03-05,4,-4.0,-7.0,7.0,69.0
2014-03-05,5,-4.0,-4.0,0.0,69.0
2014-03-05,6,-4.0,-6.0,6.0,69.0
2014-03-05,7,-3.0,-3.0,0.0,69.0
2014-03-05,8,-1.0,-1.0,0.0,59.0
2014-03-05,9,1.0,-1.0,6.0,48.0
2014-03-05,10,1.0,1.0,0.0,48.0
2014-03-05,11,1.0,1.0,0.0,48.0
2014-03-05,12,6.0,4.0,7.0,36.0
2014-03-05,13,7.0,5.0,13.0,29.0
2014-03-05,14,8.0,6.0,11.0,25.0
2014-03-05,15,8.0,5.0,15.0,29.0
2014-03-05,16,7.0,4.0,17.0,31.0
2014-03-05,17,5.0,2.0,13.0,42.0
2014-03-05,18,5.0,1.0,19.0,36.0
2014-03-05,19,3.0,0.0,11.0,45.0
2014-03-05,20,3.0,-2.0,20.0,41.0
2014-03-05,21,3.0,-2.0,28.0,38.0
2014-03-05,22,2.0,-3.0,24.0,44.0
2014-03-05,23,2.0,-3.0,26.0,44.0
2014-03-06,0,1.0,-5.0,30.0,44.0
2014-03-06,1,-1.0,-8.0,30.0,47.0
2014-03-06,2,-1.0,-7.0,20.0,47.0
2014-03-06,3,-2.0,-8.0,24.0,51.0
2014-03-06,4,-2.0,-8.0,24.0,51.0
2014-03-06,5,-3.0,-8.0,17.0,50.0
2014-03-06,6,-3.0,-8.0,17.0,50.0
2014-03-06,7,-3.0,-8.0,15.0,54.0
2014-03-06,8,-2.0,-8.0,19.0,51.0
2014-03-06,9,-1.0,-6.0,19.0,55.0
2014-03-06,10,-1.0,-6.0,17.0,55.0
2014-03-06,11,0.0,-3.0,9.0,55.0
2014-03-06,12,1.0,-3.0,17.0,56.0
2014-03-06,13,2.0,-2.0,13.0,52.0
2014-03-06,14,2.0,-1.0,11.0,52.0
2014-03-06,15,2.0,-2.0,15.0,48.0
2014-03-06,16,1.0,-4.0,20.0,56.0
2014-03-06,17,1.0,-3.0,17.0,51.0
2014-03-06,18,1.0,-4.0,19.0,51.0
2014-03-06,19,1.0,-3.0,15.0,51.0
2014-03-06,20,1.0,-3.0,15.0,56.0
2014-03-06,21,1.0,-4.0,20.0,60.0
2014-03-06,22,1.0,-4.0,19.0,60.0
2014-03-06,23,1.0,-5.0,24.0,60.0
2014-03-07,0,0.0,-6.0,24.0,64.0
2014-03-07,1,0.0,-6.0,22.0,64.0
2014-03-07,2,0.0,-5.0,19.0,64.0
2014-03-07,3,0.0,-6.0,22.0,64.0
2014-03-07,4,0.0,-5.0,20.0,64.0
2014-03-07,5,0.0,-5.0,20.0,69.0
2014-03-07,6,1.0,-4.0,19.0,65.0
2014-03-07,7,1.0,-5.0,26.0,70.0
2014-03-07,8,2.0,-3.0,19.0,65.0
2014-03-07,9,2.0,-3.0,24.0,70.0
2014-03-07,10,4.0,0.0,20.0,61.0
2014-03-07,11,5.0,0.0,26.0,61.0
2014-03-07,12,6.0,3.0,17.0,61.0
2014-03-07,13,7.0,4.0,20.0,53.0
2014-03-07,14,7.0,3.0,26.0,53.0
2014-03-07,15,8.0,5.0,15.0,53.0
2014-03-07,16,7.0,3.0,22.0,53.0
2014-03-07,17,6.0,2.0,26.0,53.0
2014-03-07,18,6.0,3.0,19.0,53.0
2014-03-07,19,6.0,2.0,20.0,53.0
2014-03-07,20,4.0,0.0,20.0,61.0
2014-03-07,21,4.0,0.0,19.0,61.0
2014-03-07,22,3.0,-1.0,17.0,65.0
2014-03-07,23,3.0,-1.0,19.0,65.0
2014-03-08,0,2.0,-2.0,15.0,70.0
2014-03-08,1,2.0,-2.0,17.0,65.0
2014-03-08,2,2.0,-2.0,13.0,65.0
2014-03-08,3,2.0,0.0,7.0,65.0
2014-03-08,4,1.0,-1.0,6.0,70.0
2014-03-08,5,1.0,1.0,0.0,70.0
2014-03-08,6,1.0,1.0,0.0,70.0
2014-03-08,7,3.0,0.0,9.0,70.0
2014-03-08,8,6.0,4.0,7.0,57.0
2014-03-08,9,7.0,5.0,9.0,57.0
2014-03-08,10,9.0,7.0,15.0,58.0
2014-03-08,11,11.0,11.0,19.0,50.0
2014-03-08,12,14.0,14.0,11.0,44.0
2014-03-08,13,16.0,16.0,13.0,39.0
2014-03-08,14,18.0,18.0,19.0,34.0
2014-03-08,15,18.0,18.0,9.0,32.0
2014-03-08,16,18.0,18.0,17.0,32.0
2014-03-08,17,17.0,17.0,9.0,32.0
2014-03-08,18,17.0,17.0,9.0,32.0
2014-03-08,19,11.0,11.0,6.0,54.0
2014-03-08,20,11.0,11.0,9.0,54.0
2014-03-08,21,9.0,8.0,7.0,66.0
2014-03-08,22,9.0,8.0,7.0,66.0
2014-03-08,23,9.0,8.0,7.0,66.0
2014-03-09,0,6.0,4.0,11.0,57.0
2014-03-09,1,8.0,7.0,6.0,71.0
2014-03-09,2,8.0,8.0,0.0,71.0
2014-03-09,3,10.0,7.0,22.0,54.0
2014-03-09,4,10.0,7.0,22.0,58.0
2014-03-09,5,9.0,6.0,19.0,62.0
2014-03-09,6,8.0,4.0,31.0,57.0
2014-03-09,7,8.0,4.0,28.0,53.0
2014-03-09,8,7.0,3.0,22.0,49.0
2014-03-09,9,7.0,4.0,20.0,49.0
2014-03-09,10,7.0,4.0,17.0,46.0
2014-03-09,11,8.0,5.0,20.0,40.0
2014-03-09,12,9.0,6.0,24.0,34.0
2014-03-09,13,10.0,7.0,22.0,35.0
2014-03-09,14,10.0,8.0,17.0,28.0
2014-03-09,15,11.0,11.0,11.0,24.0
2014-03-09,16,11.0,11.0,11.0,26.0
2014-03-09,17,11.0,11.0,17.0,24.0
2014-03-09,18,8.0,6.0,11.0,29.0
2014-03-09,19,8.0,6.0,9.0,29.0
2014-03-09,20,8.0,6.0,9.0,29.0
2014-03-09,21,7.0,6.0,7.0,39.0
2014-03-09,22,7.0,7.0,0.0,34.0
2014-03-09,23,6.0,4.0,7.0,42.0
2014-03-10,0,6.0,4.0,11.0,57.0
2014-03-10,1,5.0,3.0,9.0,49.0
2014-03-10,2,6.0,3.0,13.0,49.0
2014-03-10,3,5.0,2.0,13.0,49.0
2014-03-10,4,5.0,2.0,11.0,53.0
2014-03-10,5,5.0,2.0,11.0,53.0
2014-03-10,6,5.0,2.0,11.0,53.0
2014-03-10,7,6.0,4.0,11.0,49.0
2014-03-10,8,6.0,4.0,11.0,53.0
2014-03-10,9,6.0,3.0,13.0,61.0
2014-03-10,10,7.0,5.0,9.0,57.0
2014-03-10,11,8.0,6.0,13.0,57.0
2014-03-10,12,8.0,5.0,15.0,57.0
2014-03-10,13,9.0,7.0,13.0,58.0
2014-03-10,14,12.0,12.0,19.0,47.0
2014-03-10,15,15.0,15.0,30.0,34.0
2014-03-10,16,16.0,16.0,28.0,29.0
2014-03-10,17,16.0,16.0,33.0,29.0
2014-03-10,18,15.0,15.0,24.0,31.0
2014-03-10,19,13.0,13.0,13.0,36.0
2014-03-10,20,11.0,11.0,15.0,50.0
2014-03-10,21,12.0,12.0,0.0,38.0
2014-03-10,22,11.0,11.0,9.0,44.0
2014-03-10,23,9.0,7.0,15.0,54.0
2014-03-11,0,9.0,8.0,9.0,50.0
2014-03-11,1,7.0,6.0,7.0,66.0
2014-03-11,2,8.0,7.0,6.0,66.0
2014-03-11,3,8.0,6.0,9.0,62.0
2014-03-11,4,8.0,5.0,15.0,66.0
2014-03-11,5,9.0,7.0,13.0,62.0
2014-03-11,6,9.0,8.0,9.0,58.0
2014-03-11,7,9.0,7.0,11.0,62.0
2014-03-11,8,9.0,7.0,13.0,62.0
2014-03-11,9,10.0,10.0,6.0,62.0
2014-03-11,10,11.0,11.0,11.0,54.0
2014-03-11,11,13.0,13.0,11.0,47.0
2014-03-11,12,15.0,15.0,6.0,42.0
2014-03-11,13,16.0,16.0,0.0,39.0
2014-03-11,14,18.0,18.0,6.0,37.0
2014-03-11,15,20.0,20.0,0.0,33.0
2014-03-11,16,21.0,21.0,0.0,31.0
2014-03-11,17,21.0,21.0,0.0,31.0
2014-03-11,18,19.0,19.0,6.0,32.0
2014-03-11,19,16.0,16.0,6.0,42.0
2014-03-11,20,16.0,16.0,0.0,39.0
2014-03-11,21,15.0,15.0,0.0,42.0
2014-03-11,22,12.0,12.0,6.0,58.0
2014-03-11,23,11.0,11.0,6.0,58.0
2014-03-12,0,9.0,8.0,6.0,66.0
2014-03-12,1,9.0,8.0,6.0,71.0
2014-03-12,2,8.0,8.0,0.0,76.0
2014-03-12,3,7.0,6.0,6.0,81.0
2014-03-12,4,8.0,8.0,0.0,76.0
2014-03-12,5,8.0,7.0,7.0,71.0
2014-03-12,6,8.0,8.0,0.0,71.0
2014-03-12,7,9.0,9.0,0.0,66.0
2014-03-12,8,9.0,9.0,0.0,71.0
2014-03-12,9,11.0,11.0,13.0,62.0
2014-03-12,10,14.0,14.0,17.0,51.0
2014-03-12,11,16.0,16.0,15.0,48.0
2014-03-12,12,18.0,18.0,22.0,46.0
2014-03-12,13,21.0,21.0,43.0,46.0
2014-03-12,14,19.0,19.0,41.0,64.0
2014-03-12,15,19.0,19.0,37.0,64.0
2014-03-12,16,18.0,18.0,30.0,68.0
2014-03-12,17,19.0,19.0,30.0,68.0
2014-03-12,18,18.0,18.0,30.0,73.0
2014-03-12,19,17.0,17.0,30.0,73.0
2014-03-12,20,12.0,12.0,44.0,51.0
2014-03-12,21,6.0,0.0,57.0,49.0
2014-03-12,22,4.0,-1.0,28.0,48.0
2014-03-12,23,2.0,-5.0,48.0,48.0
2014-03-13,0,1.0,-6.0,37.0,48.0
2014-03-13,1,1.0,-6.0,41.0,48.0
2014-03-13,2,0.0,-7.0,33.0,44.0
2014-03-13,3,-1.0,-9.0,39.0,47.0
2014-03-13,4,-1.0,-8.0,33.0,43.0
2014-03-13,5,-3.0,-10.0,26.0,43.0
2014-03-13,6,-4.0,-13.0,41.0,42.0
2014-03-13,7,-4.0,-12.0,35.0,36.0
2014-03-13,8,-4.0,-13.0,41.0,30.0
2014-03-13,9,-4.0,-13.0,44.0,30.0
2014-03-13,10,-3.0,-11.0,41.0,26.0
2014-03-13,11,-2.0,-10.0,43.0,24.0
2014-03-13,12,-1.0,-9.0,44.0,24.0
2014-03-13,13,0.0,-6.0,26.0,23.0
2014-03-13,14,2.0,-4.0,31.0,21.0
2014-03-13,15,2.0,-4.0,31.0,21.0
2014-03-13,16,2.0,-5.0,39.0,21.0
2014-03-13,17,2.0,-4.0,30.0,23.0
2014-03-13,18,1.0,-5.0,28.0,25.0
2014-03-13,19,1.0,-5.0,26.0,25.0
2014-03-13,20,1.0,-3.0,17.0,25.0
2014-03-13,21,0.0,-4.0,15.0,29.0
2014-03-13,22,-1.0,-4.0,9.0,31.0
2014-03-13,23,0.0,0.0,0.0,29.0
2014-03-14,0,-2.0,-5.0,7.0,43.0
2014-03-14,1,0.0,0.0,0.0,29.0
2014-03-14,2,-1.0,-3.0,6.0,40.0
2014-03-14,3,-2.0,-5.0,7.0,47.0
2014-03-14,4,-1.0,-4.0,9.0,51.0
2014-03-14,5,-1.0,-5.0,13.0,47.0
2014-03-14,6,0.0,-4.0,13.0,44.0
2014-03-14,7,1.0,-3.0,17.0,38.0
2014-03-14,8,1.0,-3.0,13.0,38.0
2014-03-14,9,2.0,-2.0,17.0,35.0
2014-03-14,10,4.0,-1.0,24.0,33.0
2014-03-14,11,7.0,4.0,20.0,31.0
2014-03-14,12,9.0,6.0,24.0,27.0
2014-03-14,13,12.0,12.0,22.0,28.0
2014-03-14,14,13.0,13.0,26.0,26.0
2014-03-14,15,14.0,14.0,30.0,21.0
2014-03-14,16,15.0,15.0,28.0,23.0
2014-03-14,17,15.0,15.0,22.0,25.0
2014-03-14,18,13.0,13.0,26.0,36.0
2014-03-14,19,13.0,13.0,28.0,26.0
2014-03-14,20,14.0,14.0,22.0,23.0
2014-03-14,21,12.0,12.0,20.0,35.0
2014-03-14,22,13.0,13.0,33.0,24.0
2014-03-14,23,13.0,13.0,26.0,24.0
2014-03-15,0,13.0,13.0,24.0,24.0
2014-03-15,1,13.0,13.0,28.0,26.0
2014-03-15,2,13.0,13.0,30.0,26.0
2014-03-15,3,12.0,12.0,22.0,30.0
2014-03-15,4,11.0,11.0,24.0,32.0
2014-03-15,5,11.0,11.0,24.0,35.0
2014-03-15,6,10.0,7.0,20.0,40.0
2014-03-15,7,11.0,11.0,20.0,38.0
2014-03-15,8,12.0,12.0,0.0,33.0
2014-03-15,9,12.0,12.0,15.0,35.0
2014-03-15,10,14.0,14.0,0.0,33.0
2014-03-15,11,15.0,15.0,0.0,34.0
2014-03-15,12,17.0,17.0,9.0,34.0
2014-03-15,13,19.0,19.0,28.0,26.0
2014-03-15,14,21.0,21.0,20.0,21.0
2014-03-15,15,20.0,20.0,31.0,16.0
2014-03-15,16,20.0,20.0,20.0,14.0
2014-03-15,17,19.0,19.0,20.0,15.0
2014-03-15,18,17.0,17.0,17.0,19.0
2014-03-15,19,16.0,16.0,13.0,22.0
2014-03-15,20,13.0,13.0,9.0,26.0
2014-03-15,21,13.0,13.0,13.0,28.0
2014-03-15,22,11.0,11.0,7.0,35.0
2014-03-15,23,9.0,6.0,17.0,40.0
2014-03-16,0,9.0,7.0,13.0,40.0
2014-03-16,1,9.0,6.0,17.0,43.0
2014-03-16,2,8.0,5.0,15.0,46.0
2014-03-16,3,8.0,5.0,22.0,46.0
2014-03-16,4,6.0,4.0,11.0,53.0
2014-03-16,5,6.0,2.0,20.0,53.0
2014-03-16,6,5.0,2.0,17.0,57.0
2014-03-16,7,5.0,3.0,7.0,57.0
2014-03-16,8,6.0,2.0,24.0,49.0
2014-03-16,9,7.0,5.0,9.0,46.0
2014-03-16,10,7.0,5.0,13.0,42.0
2014-03-16,11,8.0,6.0,9.0,34.0
2014-03-16,12,8.0,6.0,9.0,34.0
2014-03-16,13,8.0,6.0,11.0,32.0
2014-03-16,14,8.0,7.0,7.0,34.0
2014-03-16,15,7.0,4.0,19.0,42.0
2014-03-16,16,7.0,5.0,13.0,39.0
2014-03-16,17,6.0,2.0,20.0,49.0
2014-03-16,18,4.0,0.0,22.0,61.0
2014-03-16,19,2.0,-4.0,30.0,81.0
2014-03-16,20,2.0,-3.0,26.0,75.0
2014-03-16,21,1.0,-5.0,24.0,81.0
2014-03-16,22,-1.0,-7.0,24.0,86.0
2014-03-16,23,-1.0,-5.0,13.0,86.0
2014-03-17,0,-1.0,-6.0,19.0,86.0
2014-03-17,1,-1.0,-7.0,20.0,86.0
2014-03-17,2,-2.0,-8.0,24.0,86.0
2014-03-17,3,-2.0,-9.0,26.0,86.0
2014-03-17,4,-3.0,-10.0,28.0,86.0
2014-03-17,5,-3.0,-10.0,24.0,86.0
2014-03-17,6,-3.0,-9.0,22.0,80.0
2014-03-17,7,-3.0,-10.0,26.0,80.0
2014-03-17,8,-3.0,-10.0,28.0,74.0
2014-03-17,9,-2.0,-8.0,24.0,74.0
2014-03-17,10,-2.0,-9.0,30.0,74.0
2014-03-17,11,-2.0,-8.0,20.0,69.0
2014-03-17,12,-2.0,-8.0,24.0,74.0
2014-03-17,13,-2.0,-8.0,22.0,74.0
2014-03-17,14,-1.0,-6.0,15.0,69.0
2014-03-17,15,-1.0,-6.0,17.0,69.0
2014-03-17,16,-1.0,-6.0,17.0,69.0
2014-03-17,17,0.0,-4.0,15.0,64.0
2014-03-17,18,0.0,-5.0,20.0,64.0
2014-03-17,19,-1.0,-7.0,20.0,69.0
2014-03-17,20,-1.0,-5.0,13.0,75.0
2014-03-17,21,-1.0,-1.0,0.0,69.0
2014-03-17,22,0.0,-4.0,15.0,64.0
2014-03-17,23,0.0,-3.0,9.0,64.0
2014-03-18,0,0.0,-4.0,11.0,64.0
2014-03-18,1,0.0,-4.0,13.0,60.0
2014-03-18,2,0.0,-5.0,17.0,55.0
2014-03-18,3,0.0,-4.0,15.0,55.0
2014-03-18,4,0.0,-5.0,17.0,55.0
2014-03-18,5,1.0,-4.0,19.0,51.0
2014-03-18,6,1.0,-3.0,15.0,51.0
2014-03-18,7,1.0,-4.0,20.0,51.0
2014-03-18,8,1.0,-4.0,20.0,56.0
2014-03-18,9,2.0,-3.0,24.0,56.0
2014-03-18,10,3.0,-2.0,20.0,56.0
2014-03-18,11,3.0,-2.0,22.0,60.0
2014-03-18,12,4.0,0.0,19.0,56.0
2014-03-18,13,4.0,0.0,17.0,56.0
2014-03-18,14,5.0,2.0,17.0,53.0
2014-03-18,15,6.0,3.0,15.0,49.0
2014-03-18,16,6.0,3.0,19.0,49.0
2014-03-18,17,6.0,3.0,13.0,53.0
2014-03-18,18,6.0,3.0,13.0,53.0
2014-03-18,19,6.0,4.0,9.0,53.0
2014-03-18,20,6.0,4.0,7.0,49.0
2014-03-18,21,6.0,4.0,7.0,49.0
2014-03-18,22,5.0,2.0,15.0,57.0
2014-03-18,23,4.0,1.0,13.0,61.0
2014-03-19,0,4.0,1.0,15.0,61.0
2014-03-19,1,3.0,-1.0,15.0,65.0
2014-03-19,2,3.0,0.0,13.0,65.0
2014-03-19,3,3.0,-1.0,17.0,70.0
2014-03-19,4,3.0,0.0,9.0,70.0
2014-03-19,5,3.0,0.0,11.0,70.0
2014-03-19,6,3.0,0.0,11.0,75.0
2014-03-19,7,3.0,0.0,13.0,75.0
2014-03-19,8,4.0,1.0,13.0,70.0
2014-03-19,9,4.0,1.0,11.0,75.0
2014-03-19,10,5.0,3.0,7.0,70.0
2014-03-19,11,5.0,4.0,6.0,70.0
2014-03-19,12,4.0,3.0,6.0,87.0
2014-03-19,13,5.0,4.0,6.0,81.0
2014-03-19,14,6.0,6.0,0.0,87.0
2014-03-19,15,6.0,5.0,6.0,81.0
2014-03-19,16,6.0,6.0,0.0,81.0
2014-03-19,17,6.0,4.0,7.0,87.0
2014-03-19,18,6.0,3.0,13.0,87.0
2014-03-19,19,6.0,4.0,7.0,87.0
2014-03-19,20,6.0,4.0,7.0,81.0
2014-03-19,21,6.0,4.0,9.0,87.0
2014-03-19,22,6.0,4.0,11.0,87.0
2014-03-19,23,6.0,6.0,0.0,87.0
2014-03-20,0,6.0,4.0,9.0,87.0
2014-03-20,1,6.0,4.0,7.0,93.0
2014-03-20,2,7.0,6.0,6.0,87.0
2014-03-20,3,7.0,6.0,6.0,87.0
2014-03-20,4,7.0,5.0,11.0,87.0
2014-03-20,5,7.0,7.0,0.0,93.0
2014-03-20,6,7.0,6.0,7.0,87.0
2014-03-20,7,7.0,6.0,6.0,87.0
2014-03-20,8,6.0,4.0,7.0,93.0
2014-03-20,9,7.0,5.0,11.0,93.0
2014-03-20,10,13.0,13.0,26.0,41.0
2014-03-20,11,13.0,13.0,33.0,36.0
2014-03-20,12,14.0,14.0,26.0,31.0
2014-03-20,13,14.0,14.0,33.0,29.0
2014-03-20,14,16.0,16.0,24.0,25.0
2014-03-20,15,16.0,16.0,28.0,23.0
2014-03-20,16,16.0,16.0,30.0,22.0
2014-03-20,17,15.0,15.0,31.0,21.0
2014-03-20,18,13.0,13.0,24.0,26.0
2014-03-20,19,12.0,12.0,17.0,28.0
2014-03-20,20,11.0,11.0,20.0,32.0
2014-03-20,21,11.0,11.0,19.0,30.0
2014-03-20,22,10.0,8.0,13.0,32.0
2014-03-20,23,9.0,8.0,6.0,34.0
2014-03-21,0,8.0,6.0,9.0,40.0
2014-03-21,1,8.0,7.0,6.0,40.0
2014-03-21,2,8.0,7.0,6.0,46.0
2014-03-21,3,8.0,7.0,7.0,43.0
2014-03-21,4,8.0,6.0,9.0,46.0
2014-03-21,5,9.0,8.0,9.0,46.0
2014-03-21,6,8.0,6.0,11.0,50.0
2014-03-21,7,9.0,8.0,7.0,50.0
2014-03-21,8,9.0,7.0,13.0,50.0
2014-03-21,9,9.0,7.0,11.0,50.0
2014-03-21,10,10.0,10.0,6.0,47.0
2014-03-21,11,10.0,10.0,0.0,47.0
2014-03-21,12,11.0,11.0,9.0,44.0
2014-03-21,13,12.0,12.0,6.0,44.0
2014-03-21,14,13.0,13.0,20.0,44.0
2014-03-21,15,13.0,13.0,15.0,51.0
2014-03-21,16,12.0,12.0,13.0,54.0
2014-03-21,17,12.0,12.0,13.0,58.0
2014-03-21,18,11.0,11.0,15.0,58.0
2014-03-21,19,10.0,10.0,6.0,62.0
2014-03-21,20,9.0,5.0,37.0,66.0
2014-03-21,21,9.0,8.0,7.0,66.0
2014-03-21,22,8.0,7.0,6.0,71.0
2014-03-21,23,8.0,8.0,0.0,71.0
2014-03-22,0,7.0,6.0,6.0,76.0
2014-03-22,1,7.0,6.0,6.0,71.0
2014-03-22,2,8.0,8.0,0.0,66.0
2014-03-22,3,8.0,8.0,0.0,71.0
2014-03-22,4,7.0,6.0,6.0,71.0
2014-03-22,5,7.0,5.0,11.0,76.0
2014-03-22,6,7.0,5.0,13.0,81.0
2014-03-22,7,8.0,6.0,13.0,71.0
2014-03-22,8,8.0,5.0,15.0,71.0
2014-03-22,9,10.0,8.0,15.0,62.0
2014-03-22,10,14.0,14.0,24.0,44.0
2014-03-22,11,16.0,16.0,22.0,36.0
2014-03-22,12,17.0,17.0,17.0,34.0
2014-03-22,13,18.0,18.0,6.0,34.0
2014-03-22,14,22.0,21.0,9.0,25.0
2014-03-22,15,23.0,22.0,15.0,20.0
2014-03-22,16,22.0,21.0,22.0,16.0
2014-03-22,17,22.0,21.0,20.0,22.0
2014-03-22,18,18.0,18.0,19.0,30.0
2014-03-22,19,16.0,16.0,15.0,31.0
2014-03-22,20,13.0,13.0,15.0,38.0
2014-03-22,21,13.0,13.0,11.0,36.0
2014-03-22,22,12.0,12.0,19.0,41.0
2014-03-22,23,12.0,12.0,22.0,41.0
2014-03-23,0,11.0,11.0,30.0,41.0
2014-03-23,1,9.0,7.0,15.0,50.0
2014-03-23,2,9.0,6.0,19.0,46.0
2014-03-23,3,8.0,5.0,19.0,50.0
2014-03-23,4,7.0,3.0,24.0,53.0
2014-03-23,5,6.0,2.0,20.0,53.0
2014-03-23,6,6.0,3.0,19.0,53.0
2014-03-23,7,6.0,3.0,19.0,53.0
2014-03-23,8,7.0,3.0,22.0,46.0
2014-03-23,9,7.0,2.0,33.0,46.0
2014-03-23,10,8.0,5.0,19.0,43.0
2014-03-23,11,8.0,5.0,19.0,43.0
2014-03-23,12,8.0,5.0,15.0,43.0
2014-03-23,13,8.0,6.0,9.0,43.0
2014-03-23,14,8.0,5.0,15.0,43.0
2014-03-23,15,8.0,6.0,13.0,43.0
2014-03-23,16,8.0,5.0,22.0,46.0
2014-03-23,17,8.0,4.0,26.0,43.0
2014-03-23,18,8.0,4.0,24.0,34.0
2014-03-23,19,7.0,3.0,22.0,34.0
2014-03-23,20,6.0,2.0,22.0,34.0
2014-03-23,21,4.0,-1.0,26.0,33.0
2014-03-23,22,3.0,-2.0,26.0,30.0
2014-03-23,23,2.0,-4.0,33.0,30.0
2014-03-24,0,1.0,-4.0,20.0,35.0
2014-03-24,1,1.0,-4.0,20.0,32.0
2014-03-24,2,-1.0,-8.0,28.0,40.0
2014-03-24,3,-1.0,-8.0,31.0,40.0
2014-03-24,4,-2.0,-9.0,28.0,40.0
2014-03-24,5,-3.0,-9.0,22.0,46.0
2014-03-24,6,-3.0,-9.0,22.0,43.0
2014-03-24,7,-3.0,-9.0,19.0,43.0
2014-03-24,8,-2.0,-7.0,15.0,43.0
2014-03-24,9,-1.0,-6.0,15.0,37.0
2014-03-24,10,0.0,-3.0,0.0,34.0
2014-03-24,11,2.0,-1.0,0.0,30.0
2014-03-24,12,2.0,-2.0,15.0,32.0
2014-03-24,13,3.0,0.0,0.0,30.0
2014-03-24,14,5.0,2.0,15.0,26.0
2014-03-24,15,5.0,2.0,15.0,26.0
2014-03-24,16,6.0,2.0,20.0,22.0
2014-03-24,17,5.0,3.0,7.0,24.0
2014-03-24,18,4.0,2.0,9.0,26.0
2014-03-24,19,4.0,4.0,0.0,26.0
2014-03-24,20,3.0,1.0,7.0,33.0
2014-03-24,21,3.0,0.0,9.0,33.0
2014-03-24,22,1.0,-3.0,13.0,41.0
2014-03-24,23,1.0,-2.0,11.0,48.0
2014-03-25,0,1.0,-2.0,9.0,51.0
2014-03-25,1,1.0,-2.0,9.0,51.0
2014-03-25,2,1.0,-1.0,6.0,56.0
2014-03-25,3,1.0,-1.0,7.0,56.0
2014-03-25,4,1.0,-1.0,7.0,56.0
2014-03-25,5,1.0,-1.0,6.0,60.0
2014-03-25,6,1.0,1.0,0.0,60.0
2014-03-25,7,1.0,1.0,0.0,65.0
2014-03-25,8,0.0,-2.0,6.0,87.0
2014-03-25,9,1.0,-2.0,11.0,81.0
2014-03-25,10,1.0,-1.0,7.0,87.0
2014-03-25,11,1.0,-1.0,7.0,87.0
2014-03-25,12,2.0,-1.0,9.0,81.0
2014-03-25,13,2.0,-1.0,9.0,81.0
2014-03-25,14,2.0,0.0,7.0,81.0
2014-03-25,15,2.0,-2.0,17.0,81.0
2014-03-25,16,2.0,-2.0,17.0,81.0
2014-03-25,17,2.0,-3.0,19.0,81.0
2014-03-25,18,2.0,-2.0,15.0,81.0
