Date,Time,Temperature,Relative Temperature,Wind,Rel. Humidity
2015-01-05,0,10.0,6.0,33.0,43.0
2015-01-05,1,8.0,5.0,19.0,46.0
2015-01-05,2,8.0,4.0,26.0,43.0
2015-01-05,3,7.0,3.0,28.0,49.0
2015-01-05,4,7.0,4.0,15.0,46.0
2015-01-05,5,7.0,4.0,20.0,42.0
2015-01-05,6,6.0,3.0,19.0,42.0
2015-01-05,7,6.0,1.0,30.0,42.0
2015-01-05,8,6.0,1.0,35.0,39.0
2015-01-05,9,6.0,2.0,28.0,34.0
2015-01-05,10,5.0,0.0,35.0,31.0
2015-01-05,11,5.0,0.0,35.0,24.0
2015-01-05,12,5.0,2.0,17.0,24.0
2015-01-05,13,4.0,-1.0,26.0,26.0
2015-01-05,14,4.0,-1.0,28.0,20.0
2015-01-05,15,3.0,-2.0,22.0,22.0
2015-01-05,16,2.0,-3.0,22.0,21.0
2015-01-05,17,1.0,-3.0,13.0,25.0
2015-01-05,18,1.0,-3.0,15.0,25.0
2015-01-05,19,0.0,-5.0,19.0,27.0
2015-01-05,20,0.0,-5.0,19.0,27.0
2015-01-05,21,-1.0,-6.0,17.0,34.0
2015-01-05,22,-1.0,-7.0,20.0,26.0
2015-01-05,23,-1.0,-6.0,15.0,29.0
2015-01-06,0,-2.0,-7.0,15.0,37.0
2015-01-06,1,-2.0,-6.0,11.0,37.0
2015-01-06,2,-2.0,-6.0,11.0,37.0
2015-01-06,3,-2.0,-5.0,7.0,34.0
2015-01-06,4,-3.0,-7.0,0.0,59.0
2015-01-06,5,-4.0,-9.0,13.0,74.0
2015-01-06,6,-4.0,-9.0,13.0,74.0
2015-01-06,7,-4.0,-8.0,9.0,74.0
2015-01-06,8,-4.0,-7.0,7.0,74.0
2015-01-06,9,-4.0,-6.0,6.0,74.0
2015-01-06,10,-4.0,-6.0,6.0,80.0
2015-01-06,11,-3.0,-6.0,7.0,74.0
2015-01-06,12,-2.0,-2.0,0.0,69.0
2015-01-06,13,-2.0,-2.0,0.0,69.0
2015-01-06,14,-1.0,-1.0,0.0,64.0
2015-01-06,15,-1.0,-4.0,7.0,64.0
2015-01-06,16,-1.0,-3.0,6.0,64.0
2015-01-06,17,-1.0,-4.0,7.0,59.0
2015-01-06,18,-1.0,-4.0,9.0,59.0
2015-01-06,19,-2.0,-2.0,0.0,64.0
2015-01-06,20,-2.0,-6.0,13.0,59.0
2015-01-06,21,-2.0,-6.0,13.0,51.0
2015-01-06,22,-2.0,-6.0,13.0,51.0
2015-01-06,23,-2.0,-7.0,17.0,51.0
2015-01-07,0,-2.0,-6.0,13.0,51.0
2015-01-07,1,-3.0,-8.0,13.0,59.0
2015-01-07,2,-4.0,-8.0,9.0,63.0
2015-01-07,3,-4.0,-7.0,7.0,69.0
2015-01-07,4,-3.0,-7.0,11.0,69.0
2015-01-07,5,-3.0,-8.0,13.0,69.0
2015-01-07,6,-1.0,-7.0,26.0,51.0
2015-01-07,7,-3.0,-10.0,24.0,46.0
2015-01-07,8,-3.0,-10.0,28.0,50.0
2015-01-07,9,-3.0,-10.0,26.0,46.0
2015-01-07,10,-2.0,-9.0,31.0,40.0
2015-01-07,11,-3.0,-9.0,20.0,43.0
2015-01-07,12,-3.0,-10.0,28.0,43.0
2015-01-07,13,-4.0,-12.0,31.0,39.0
2015-01-07,14,-3.0,-11.0,35.0,36.0
2015-01-07,15,-4.0,-12.0,30.0,33.0
2015-01-07,16,-6.0,-13.0,24.0,42.0
2015-01-07,17,-6.0,-15.0,33.0,38.0
2015-01-07,18,-7.0,-16.0,33.0,42.0
2015-01-07,19,-7.0,-16.0,31.0,32.0
2015-01-07,20,-8.0,-18.0,37.0,29.0
2015-01-07,21,-8.0,-16.0,26.0,29.0
2015-01-07,22,-9.0,-17.0,22.0,34.0
2015-01-07,23,-9.0,-19.0,33.0,34.0
2015-01-08,0,-10.0,-18.0,20.0,37.0
2015-01-08,1,-10.0,-16.0,11.0,37.0
2015-01-08,2,-11.0,-17.0,13.0,40.0
2015-01-08,3,-11.0,-19.0,20.0,40.0
2015-01-08,4,-11.0,-18.0,15.0,40.0
2015-01-08,5,-11.0,-17.0,13.0,40.0
2015-01-08,6,-11.0,-17.0,11.0,40.0
2015-01-08,7,-11.0,-18.0,15.0,40.0
2015-01-08,8,-9.0,-15.0,15.0,34.0
2015-01-08,9,-8.0,-15.0,17.0,35.0
2015-01-08,10,-8.0,-15.0,19.0,35.0
2015-01-08,11,-7.0,-14.0,19.0,32.0
2015-01-08,12,-6.0,-11.0,11.0,30.0
2015-01-08,13,-6.0,-11.0,13.0,30.0
2015-01-08,14,-4.0,-10.0,17.0,28.0
2015-01-08,15,-4.0,-8.0,11.0,28.0
2015-01-08,16,-5.0,-11.0,15.0,36.0
2015-01-08,17,-5.0,-11.0,17.0,33.0
2015-01-08,18,-4.0,-10.0,20.0,33.0
2015-01-08,19,-4.0,-11.0,26.0,36.0
2015-01-08,20,-4.0,-11.0,28.0,36.0
2015-01-08,21,-4.0,-12.0,30.0,33.0
2015-01-08,22,-3.0,-11.0,35.0,33.0
2015-01-08,23,-3.0,-10.0,30.0,33.0
2015-01-09,0,-3.0,-11.0,37.0,36.0
2015-01-09,1,-3.0,-11.0,31.0,36.0
2015-01-09,2,-3.0,-11.0,35.0,36.0
2015-01-09,3,-2.0,-10.0,35.0,34.0
2015-01-09,4,-2.0,-9.0,26.0,37.0
2015-01-09,5,-2.0,-10.0,35.0,40.0
2015-01-09,6,-2.0,-9.0,33.0,40.0
2015-01-09,7,-1.0,-4.0,7.0,37.0
2015-01-09,8,-1.0,-3.0,6.0,37.0
2015-01-09,9,0.0,0.0,0.0,34.0
2015-01-09,10,1.0,1.0,0.0,32.0
2015-01-09,11,3.0,1.0,7.0,26.0
2015-01-09,12,4.0,1.0,13.0,28.0
2015-01-09,13,5.0,2.0,15.0,28.0
2015-01-09,14,5.0,1.0,22.0,28.0
2015-01-09,15,4.0,0.0,20.0,28.0
2015-01-09,16,3.0,-1.0,19.0,30.0
2015-01-09,17,2.0,-2.0,15.0,30.0
2015-01-09,18,1.0,-3.0,15.0,35.0
2015-01-09,19,0.0,-6.0,22.0,40.0
2015-01-09,20,-1.0,-7.0,22.0,40.0
2015-01-09,21,-1.0,-7.0,24.0,40.0
2015-01-09,22,-2.0,-8.0,19.0,43.0
2015-01-09,23,-2.0,-8.0,24.0,40.0
2015-01-10,0,-3.0,-9.0,20.0,43.0
2015-01-10,1,-4.0,-10.0,20.0,33.0
2015-01-10,2,-4.0,-11.0,24.0,33.0
2015-01-10,3,-5.0,-12.0,24.0,36.0
2015-01-10,4,-6.0,-13.0,19.0,42.0
2015-01-10,5,-6.0,-13.0,20.0,38.0
2015-01-10,6,-7.0,-14.0,19.0,42.0
2015-01-10,7,-7.0,-13.0,17.0,38.0
2015-01-10,8,-7.0,-14.0,22.0,38.0
2015-01-10,9,-6.0,-13.0,20.0,32.0
2015-01-10,10,-5.0,-9.0,0.0,30.0
2015-01-10,11,-3.0,-7.0,11.0,26.0
2015-01-10,12,-3.0,-7.0,11.0,24.0
2015-01-10,13,-2.0,-7.0,17.0,22.0
2015-01-10,14,-1.0,-6.0,17.0,20.0
2015-01-10,15,-1.0,-4.0,9.0,24.0
2015-01-10,16,-2.0,-2.0,0.0,24.0
2015-01-10,17,-3.0,-5.0,6.0,31.0
2015-01-10,18,-3.0,-5.0,6.0,33.0
2015-01-10,19,-4.0,-4.0,0.0,39.0
2015-01-10,20,-4.0,-6.0,6.0,33.0
2015-01-10,21,-4.0,-6.0,6.0,33.0
2015-01-10,22,-4.0,-4.0,0.0,39.0
2015-01-10,23,-4.0,-4.0,0.0,39.0
2015-01-11,0,-4.0,-4.0,0.0,46.0
2015-01-11,1,-4.0,-6.0,6.0,46.0
2015-01-11,2,-5.0,-5.0,0.0,54.0
2015-01-11,3,-5.0,-5.0,0.0,54.0
2015-01-11,4,-6.0,-9.0,6.0,68.0
2015-01-11,5,-6.0,-10.0,7.0,68.0
2015-01-11,6,-6.0,-6.0,0.0,68.0
2015-01-11,7,-6.0,-10.0,7.0,68.0
2015-01-11,8,-3.0,-8.0,13.0,64.0
2015-01-11,9,-2.0,-6.0,11.0,59.0
2015-01-11,10,1.0,-3.0,15.0,48.0
2015-01-11,11,2.0,-1.0,11.0,41.0
2015-01-11,12,4.0,1.0,13.0,36.0
2015-01-11,13,6.0,4.0,11.0,26.0
2015-01-11,14,6.0,4.0,11.0,29.0
2015-01-11,15,5.0,3.0,9.0,36.0
2015-01-11,16,4.0,2.0,9.0,39.0
2015-01-11,17,3.0,2.0,6.0,48.0
2015-01-11,18,4.0,3.0,6.0,39.0
2015-01-11,19,3.0,1.0,7.0,48.0
2015-01-11,20,3.0,0.0,11.0,45.0
2015-01-11,21,3.0,0.0,9.0,48.0
2015-01-11,22,3.0,0.0,9.0,52.0
2015-01-11,23,3.0,0.0,9.0,60.0
2015-01-12,0,3.0,3.0,0.0,60.0
2015-01-12,1,2.0,0.0,7.0,70.0
2015-01-12,2,2.0,0.0,7.0,70.0
2015-01-12,3,2.0,0.0,6.0,70.0
2015-01-12,4,2.0,2.0,0.0,81.0
2015-01-12,5,3.0,3.0,0.0,81.0
2015-01-12,6,2.0,0.0,7.0,87.0
2015-01-12,7,2.0,-1.0,9.0,87.0
2015-01-12,8,2.0,0.0,7.0,87.0
2015-01-12,9,2.0,-1.0,9.0,87.0
2015-01-12,10,3.0,0.0,9.0,81.0
2015-01-12,11,3.0,0.0,9.0,87.0
2015-01-12,12,3.0,1.0,7.0,87.0
2015-01-12,13,3.0,2.0,6.0,87.0
2015-01-12,14,4.0,4.0,0.0,87.0
2015-01-12,15,4.0,4.0,0.0,87.0
2015-01-12,16,4.0,3.0,6.0,87.0
2015-01-12,17,4.0,2.0,7.0,87.0
2015-01-12,18,5.0,2.0,11.0,81.0
2015-01-12,19,6.0,4.0,7.0,81.0
2015-01-12,20,6.0,4.0,9.0,76.0
2015-01-12,21,5.0,2.0,11.0,81.0
2015-01-12,22,6.0,4.0,11.0,81.0
2015-01-12,23,6.0,3.0,13.0,76.0
2015-01-13,0,5.0,2.0,13.0,81.0
2015-01-13,1,5.0,2.0,15.0,81.0
2015-01-13,2,5.0,1.0,19.0,76.0
2015-01-13,3,4.0,0.0,17.0,65.0
2015-01-13,4,3.0,-2.0,24.0,65.0
2015-01-13,5,3.0,-2.0,26.0,65.0
2015-01-13,6,2.0,-4.0,28.0,56.0
2015-01-13,7,2.0,-4.0,31.0,52.0
2015-01-13,8,2.0,-3.0,26.0,48.0
2015-01-13,9,1.0,-5.0,26.0,48.0
2015-01-13,10,1.0,-5.0,26.0,41.0
2015-01-13,11,1.0,-3.0,15.0,38.0
2015-01-13,12,2.0,-3.0,20.0,38.0
2015-01-13,13,2.0,-2.0,13.0,38.0
2015-01-13,14,2.0,-3.0,20.0,35.0
2015-01-13,15,1.0,-3.0,17.0,41.0
2015-01-13,16,1.0,-2.0,11.0,41.0
2015-01-13,17,0.0,-5.0,20.0,44.0
2015-01-13,18,-1.0,-7.0,20.0,47.0
2015-01-13,19,-1.0,-6.0,17.0,43.0
2015-01-13,20,-1.0,-6.0,15.0,43.0
2015-01-13,21,-2.0,-7.0,15.0,47.0
2015-01-13,22,-2.0,-7.0,17.0,47.0
2015-01-13,23,-2.0,-6.0,11.0,47.0
2015-01-14,0,-2.0,-7.0,15.0,47.0
2015-01-14,1,-2.0,-6.0,13.0,51.0
2015-01-14,2,-2.0,-7.0,15.0,51.0
2015-01-14,3,-2.0,-8.0,19.0,51.0
2015-01-14,4,-2.0,-7.0,15.0,55.0
2015-01-14,5,-3.0,-8.0,17.0,69.0
2015-01-14,6,-3.0,-8.0,13.0,74.0
2015-01-14,7,-3.0,-8.0,15.0,74.0
2015-01-14,8,-2.0,-6.0,13.0,69.0
2015-01-14,9,-2.0,-6.0,13.0,69.0
2015-01-14,10,-1.0,-5.0,13.0,64.0
2015-01-14,11,-1.0,-5.0,13.0,64.0
2015-01-14,12,-1.0,-5.0,13.0,64.0
2015-01-14,13,0.0,-5.0,17.0,64.0
2015-01-14,14,1.0,-2.0,11.0,60.0
2015-01-14,15,1.0,-2.0,11.0,60.0
2015-01-14,16,1.0,-3.0,13.0,60.0
2015-01-14,17,0.0,-4.0,15.0,64.0
2015-01-14,18,0.0,-4.0,15.0,64.0
2015-01-14,19,0.0,-4.0,11.0,64.0
2015-01-14,20,1.0,-2.0,11.0,60.0
2015-01-14,21,1.0,-1.0,7.0,60.0
2015-01-14,22,1.0,-2.0,11.0,60.0
2015-01-14,23,0.0,0.0,0.0,64.0
2015-01-15,0,0.0,-4.0,15.0,64.0
2015-01-15,1,0.0,-5.0,17.0,64.0
2015-01-15,2,0.0,-4.0,11.0,64.0
2015-01-15,3,0.0,-4.0,11.0,64.0
2015-01-15,4,0.0,-3.0,9.0,64.0
2015-01-15,5,0.0,-3.0,9.0,64.0
2015-01-15,6,1.0,-1.0,7.0,60.0
2015-01-15,7,1.0,-1.0,7.0,60.0
2015-01-15,8,1.0,-2.0,9.0,60.0
2015-01-15,9,2.0,0.0,7.0,56.0
2015-01-15,10,2.0,-2.0,13.0,52.0
2015-01-15,11,3.0,0.0,9.0,48.0
2015-01-15,12,4.0,2.0,9.0,48.0
2015-01-15,13,5.0,3.0,0.0,45.0
2015-01-15,14,4.0,1.0,13.0,52.0
2015-01-15,15,4.0,1.0,11.0,56.0
2015-01-15,16,4.0,1.0,13.0,56.0
2015-01-15,17,3.0,2.0,6.0,60.0
2015-01-15,18,2.0,0.0,7.0,65.0
2015-01-15,19,1.0,-2.0,9.0,70.0
2015-01-15,20,1.0,-2.0,9.0,70.0
2015-01-15,21,1.0,-2.0,11.0,70.0
2015-01-15,22,1.0,1.0,0.0,75.0
2015-01-15,23,0.0,0.0,0.0,80.0
2015-01-16,0,-1.0,-4.0,9.0,80.0
2015-01-16,1,-1.0,-3.0,6.0,80.0
2015-01-16,2,-1.0,-4.0,7.0,86.0
2015-01-16,3,-1.0,-4.0,7.0,80.0
2015-01-16,4,-1.0,-1.0,0.0,80.0
2015-01-16,5,-2.0,-5.0,7.0,80.0
2015-01-16,6,-1.0,-4.0,9.0,80.0
2015-01-16,7,-1.0,-5.0,11.0,80.0
2015-01-16,8,1.0,-3.0,15.0,75.0
2015-01-16,9,7.0,3.0,28.0,42.0
2015-01-16,10,8.0,5.0,22.0,40.0
2015-01-16,11,8.0,4.0,35.0,43.0
2015-01-16,12,8.0,4.0,35.0,40.0
2015-01-16,13,9.0,7.0,11.0,37.0
2015-01-16,14,8.0,4.0,28.0,37.0
2015-01-16,15,8.0,5.0,20.0,37.0
2015-01-16,16,7.0,3.0,24.0,37.0
2015-01-16,17,6.0,2.0,20.0,39.0
2015-01-16,18,5.0,2.0,11.0,45.0
2015-01-16,19,4.0,2.0,9.0,48.0
2015-01-16,20,4.0,2.0,9.0,48.0
2015-01-16,21,3.0,0.0,11.0,52.0
2015-01-16,22,3.0,-2.0,22.0,48.0
2015-01-16,23,2.0,-2.0,17.0,48.0
2015-01-17,0,1.0,-3.0,17.0,48.0
2015-01-17,1,1.0,-3.0,15.0,48.0
2015-01-17,2,0.0,-4.0,13.0,47.0
2015-01-17,3,-1.0,-6.0,17.0,47.0
2015-01-17,4,-1.0,-7.0,20.0,47.0
2015-01-17,5,-2.0,-6.0,13.0,47.0
2015-01-17,6,-2.0,-5.0,9.0,43.0
2015-01-17,7,-2.0,-2.0,0.0,43.0
2015-01-17,8,-1.0,-3.0,6.0,43.0
2015-01-17,9,-1.0,-1.0,0.0,43.0
2015-01-17,10,1.0,-3.0,13.0,41.0
2015-01-17,11,2.0,-2.0,15.0,44.0
2015-01-17,12,3.0,0.0,11.0,45.0
2015-01-17,13,4.0,0.0,17.0,42.0
2015-01-17,14,4.0,0.0,19.0,45.0
2015-01-17,15,4.0,0.0,17.0,45.0
2015-01-17,16,3.0,-1.0,17.0,48.0
2015-01-17,17,2.0,-2.0,15.0,48.0
2015-01-17,18,2.0,-2.0,13.0,48.0
2015-01-17,19,2.0,-2.0,17.0,56.0
2015-01-17,20,2.0,-2.0,13.0,60.0
2015-01-17,21,2.0,-2.0,17.0,65.0
2015-01-17,22,2.0,-3.0,24.0,70.0
2015-01-17,23,2.0,-4.0,30.0,70.0
2015-01-18,0,2.0,-3.0,22.0,70.0
2015-01-18,1,2.0,-2.0,15.0,75.0
2015-01-18,2,2.0,-3.0,20.0,75.0
2015-01-18,3,2.0,-2.0,13.0,75.0
2015-01-18,4,2.0,0.0,6.0,75.0
2015-01-18,5,3.0,3.0,0.0,70.0
2015-01-18,6,3.0,2.0,6.0,70.0
2015-01-18,7,3.0,3.0,0.0,75.0
2015-01-18,8,2.0,2.0,0.0,87.0
2015-01-18,9,3.0,0.0,9.0,81.0
2015-01-18,10,4.0,4.0,0.0,87.0
2015-01-18,11,5.0,5.0,0.0,87.0
2015-01-18,12,4.0,3.0,6.0,87.0
2015-01-18,13,6.0,6.0,0.0,81.0
2015-01-18,14,6.0,6.0,0.0,81.0
2015-01-18,15,6.0,6.0,0.0,81.0
2015-01-18,16,7.0,6.0,6.0,81.0
2015-01-18,17,5.0,5.0,0.0,81.0
2015-01-18,18,6.0,4.0,7.0,71.0
2015-01-18,19,7.0,4.0,15.0,57.0
2015-01-18,20,6.0,4.0,9.0,61.0
2015-01-18,21,7.0,5.0,13.0,57.0
2015-01-18,22,6.0,4.0,7.0,61.0
2015-01-18,23,6.0,4.0,11.0,61.0
2015-01-19,0,6.0,6.0,0.0,61.0
2015-01-19,1,4.0,3.0,6.0,65.0
2015-01-19,2,5.0,3.0,9.0,61.0
2015-01-19,3,3.0,3.0,0.0,75.0
2015-01-19,4,3.0,3.0,0.0,75.0
2015-01-19,5,6.0,4.0,9.0,53.0
2015-01-19,6,6.0,3.0,19.0,53.0
2015-01-19,7,7.0,4.0,20.0,49.0
2015-01-19,8,7.0,4.0,17.0,46.0
2015-01-19,9,7.0,5.0,9.0,46.0
2015-01-19,10,7.0,4.0,20.0,46.0
2015-01-19,11,7.0,4.0,17.0,46.0
2015-01-19,12,9.0,6.0,19.0,43.0
2015-01-19,13,9.0,6.0,17.0,40.0
2015-01-19,14,9.0,8.0,0.0,37.0
2015-01-19,15,9.0,6.0,17.0,37.0
2015-01-19,16,9.0,8.0,6.0,34.0
2015-01-19,17,6.0,4.0,9.0,46.0
2015-01-19,18,6.0,4.0,9.0,46.0
2015-01-19,19,4.0,2.0,7.0,56.0
2015-01-19,20,3.0,2.0,6.0,65.0
2015-01-19,21,3.0,3.0,0.0,65.0
2015-01-19,22,1.0,-2.0,9.0,75.0
2015-01-19,23,2.0,0.0,7.0,70.0
2015-01-20,0,1.0,1.0,0.0,75.0
2015-01-20,1,1.0,1.0,0.0,81.0
2015-01-20,2,0.0,0.0,0.0,80.0
2015-01-20,3,0.0,0.0,0.0,80.0
2015-01-20,4,0.0,0.0,0.0,80.0
2015-01-20,5,-1.0,-3.0,6.0,80.0
2015-01-20,6,1.0,1.0,0.0,75.0
2015-01-20,7,1.0,1.0,0.0,75.0
2015-01-20,8,2.0,2.0,0.0,70.0
2015-01-20,9,3.0,3.0,0.0,75.0
2015-01-20,10,4.0,2.0,7.0,65.0
2015-01-20,11,6.0,6.0,0.0,57.0
2015-01-20,12,8.0,7.0,6.0,46.0
2015-01-20,13,9.0,9.0,0.0,43.0
2015-01-20,14,9.0,9.0,0.0,43.0
2015-01-20,15,9.0,7.0,11.0,50.0
2015-01-20,16,8.0,7.0,7.0,53.0
2015-01-20,17,7.0,5.0,11.0,53.0
2015-01-20,18,7.0,7.0,0.0,49.0
2015-01-20,19,4.0,2.0,7.0,65.0
2015-01-20,20,4.0,3.0,6.0,65.0
2015-01-20,21,3.0,1.0,7.0,70.0
2015-01-20,22,3.0,3.0,0.0,70.0
2015-01-20,23,3.0,1.0,7.0,70.0
2015-01-21,0,2.0,0.0,6.0,70.0
2015-01-21,1,2.0,0.0,7.0,75.0
2015-01-21,2,2.0,0.0,6.0,75.0
2015-01-21,3,1.0,-1.0,7.0,81.0
2015-01-21,4,2.0,0.0,6.0,75.0
2015-01-21,5,2.0,0.0,6.0,75.0
2015-01-21,6,2.0,-2.0,13.0,75.0
2015-01-21,7,2.0,-2.0,15.0,75.0
2015-01-21,8,3.0,2.0,6.0,70.0
2015-01-21,9,3.0,0.0,13.0,65.0
2015-01-21,10,3.0,1.0,7.0,70.0
2015-01-21,11,4.0,4.0,0.0,61.0
2015-01-21,12,3.0,3.0,0.0,70.0
2015-01-21,13,2.0,0.0,6.0,81.0
2015-01-21,14,2.0,0.0,6.0,81.0
2015-01-21,15,2.0,-1.0,9.0,81.0
2015-01-21,16,2.0,0.0,7.0,81.0
2015-01-21,17,2.0,0.0,6.0,81.0
2015-01-21,18,2.0,0.0,6.0,81.0
2015-01-21,19,2.0,0.0,6.0,81.0
2015-01-21,20,2.0,0.0,6.0,81.0
2015-01-21,21,2.0,0.0,6.0,81.0
2015-01-21,22,2.0,0.0,7.0,87.0
2015-01-21,23,2.0,0.0,6.0,87.0
2015-01-22,0,2.0,0.0,6.0,87.0
2015-01-22,1,2.0,0.0,6.0,87.0
2015-01-22,2,3.0,2.0,6.0,81.0
2015-01-22,3,3.0,1.0,7.0,81.0
2015-01-22,4,3.0,1.0,7.0,75.0
2015-01-22,5,3.0,1.0,7.0,75.0
2015-01-22,6,2.0,-1.0,11.0,81.0
2015-01-22,7,3.0,-1.0,17.0,81.0
2015-01-22,8,3.0,0.0,0.0,81.0
2015-01-22,9,3.0,0.0,9.0,87.0
2015-01-22,10,3.0,0.0,11.0,81.0
2015-01-22,11,9.0,6.0,26.0,50.0
2015-01-22,12,8.0,4.0,24.0,53.0
2015-01-22,13,9.0,6.0,26.0,43.0
2015-01-22,14,9.0,5.0,35.0,40.0
2015-01-22,15,9.0,6.0,17.0,40.0
2015-01-22,16,8.0,5.0,17.0,43.0
2015-01-22,17,7.0,6.0,0.0,46.0
2015-01-22,18,6.0,3.0,17.0,49.0
2015-01-22,19,6.0,4.0,9.0,49.0
2015-01-22,20,5.0,3.0,9.0,53.0
2015-01-22,21,4.0,2.0,9.0,56.0
2015-01-22,22,3.0,0.0,11.0,60.0
2015-01-22,23,3.0,0.0,13.0,65.0
2015-01-23,0,3.0,0.0,9.0,60.0
2015-01-23,1,3.0,1.0,7.0,60.0
2015-01-23,2,3.0,1.0,7.0,60.0
2015-01-23,3,2.0,0.0,7.0,60.0
2015-01-23,4,1.0,1.0,0.0,70.0
2015-01-23,5,1.0,-1.0,7.0,75.0
2015-01-23,6,1.0,1.0,0.0,70.0
2015-01-23,7,0.0,-3.0,7.0,75.0
2015-01-23,8,2.0,2.0,0.0,70.0
2015-01-23,9,2.0,-1.0,9.0,75.0
2015-01-23,10,4.0,2.0,7.0,61.0
2015-01-23,11,5.0,2.0,11.0,57.0
2015-01-23,12,5.0,2.0,11.0,53.0
2015-01-23,13,6.0,3.0,15.0,49.0
2015-01-23,14,6.0,3.0,15.0,53.0
2015-01-23,15,5.0,3.0,7.0,57.0
2015-01-23,16,5.0,2.0,11.0,57.0
2015-01-23,17,4.0,1.0,11.0,65.0
2015-01-23,18,3.0,0.0,13.0,75.0
2015-01-23,19,3.0,-1.0,15.0,75.0
2015-01-23,20,3.0,1.0,7.0,81.0
2015-01-23,21,3.0,2.0,6.0,81.0
2015-01-23,22,3.0,1.0,7.0,87.0
2015-01-23,23,3.0,-1.0,17.0,87.0
2015-01-24,0,3.0,-1.0,17.0,81.0
2015-01-24,1,3.0,0.0,9.0,87.0
2015-01-24,2,3.0,0.0,13.0,81.0
2015-01-24,3,3.0,0.0,13.0,81.0
2015-01-24,4,3.0,0.0,13.0,81.0
2015-01-24,5,3.0,0.0,13.0,87.0
2015-01-24,6,3.0,0.0,13.0,87.0
2015-01-24,7,3.0,-1.0,19.0,87.0
2015-01-24,8,3.0,0.0,13.0,87.0
2015-01-24,9,3.0,-1.0,15.0,87.0
2015-01-24,10,4.0,1.0,13.0,81.0
2015-01-24,11,4.0,0.0,19.0,81.0
2015-01-24,12,5.0,1.0,22.0,76.0
2015-01-24,13,5.0,0.0,26.0,76.0
2015-01-24,14,6.0,3.0,13.0,71.0
2015-01-24,15,6.0,3.0,17.0,66.0
2015-01-24,16,7.0,3.0,24.0,49.0
2015-01-24,17,6.0,3.0,19.0,49.0
2015-01-24,18,6.0,2.0,28.0,42.0
2015-01-24,19,5.0,2.0,11.0,49.0
2015-01-24,20,5.0,3.0,9.0,53.0
2015-01-24,21,4.0,1.0,11.0,56.0
2015-01-24,22,4.0,1.0,13.0,56.0
2015-01-24,23,5.0,2.0,15.0,57.0
2015-01-25,0,5.0,2.0,13.0,57.0
2015-01-25,1,4.0,2.0,9.0,61.0
2015-01-25,2,5.0,2.0,17.0,57.0
2015-01-25,3,4.0,2.0,7.0,61.0
2015-01-25,4,3.0,-1.0,15.0,65.0
2015-01-25,5,3.0,0.0,9.0,65.0
2015-01-25,6,4.0,2.0,0.0,61.0
2015-01-25,7,4.0,2.0,9.0,61.0
2015-01-25,8,6.0,4.0,11.0,53.0
2015-01-25,9,8.0,6.0,13.0,50.0
2015-01-25,10,11.0,11.0,11.0,41.0
2015-01-25,11,11.0,11.0,22.0,41.0
2015-01-25,12,9.0,7.0,11.0,54.0
2015-01-25,13,10.0,8.0,13.0,47.0
2015-01-25,14,10.0,8.0,11.0,47.0
2015-01-25,15,9.0,6.0,17.0,50.0
2015-01-25,16,9.0,8.0,7.0,50.0
2015-01-25,17,8.0,7.0,7.0,53.0
2015-01-25,18,9.0,8.0,6.0,50.0
2015-01-25,19,9.0,9.0,0.0,50.0
2015-01-25,20,9.0,9.0,0.0,50.0
2015-01-25,21,8.0,7.0,7.0,53.0
2015-01-25,22,8.0,6.0,9.0,57.0
2015-01-25,23,8.0,7.0,6.0,53.0
2015-01-26,0,7.0,6.0,7.0,61.0
2015-01-26,1,7.0,5.0,11.0,66.0
2015-01-26,2,6.0,3.0,17.0,71.0
2015-01-26,3,6.0,3.0,15.0,76.0
2015-01-26,4,5.0,1.0,20.0,81.0
2015-01-26,5,5.0,1.0,22.0,81.0
2015-01-26,6,4.0,-1.0,28.0,81.0
2015-01-26,7,3.0,-2.0,20.0,75.0
2015-01-26,8,3.0,-2.0,20.0,75.0
2015-01-26,9,3.0,-2.0,20.0,75.0
2015-01-26,10,3.0,-2.0,24.0,75.0
2015-01-26,11,2.0,-2.0,17.0,81.0
2015-01-26,12,2.0,-3.0,22.0,75.0
2015-01-26,13,1.0,-5.0,24.0,81.0
2015-01-26,14,1.0,-4.0,19.0,81.0
2015-01-26,15,2.0,-2.0,17.0,75.0
2015-01-26,16,2.0,-3.0,20.0,75.0
2015-01-26,17,1.0,-4.0,22.0,81.0
2015-01-26,18,1.0,-5.0,24.0,75.0
2015-01-26,19,1.0,-4.0,20.0,75.0
2015-01-26,20,1.0,-4.0,20.0,75.0
2015-01-26,21,0.0,-5.0,20.0,80.0
2015-01-26,22,-1.0,-7.0,24.0,75.0
2015-01-26,23,-1.0,-8.0,31.0,75.0
2015-01-27,0,-1.0,-7.0,22.0,69.0
2015-01-27,1,-1.0,-7.0,26.0,75.0
2015-01-27,2,-1.0,-7.0,24.0,80.0
2015-01-27,3,-1.0,-7.0,20.0,75.0
2015-01-27,4,0.0,-5.0,19.0,69.0
2015-01-27,5,-1.0,-7.0,24.0,69.0
2015-01-27,6,-1.0,-7.0,22.0,69.0
2015-01-27,7,0.0,-5.0,19.0,69.0
2015-01-27,8,0.0,-5.0,20.0,64.0
2015-01-27,9,0.0,-5.0,19.0,64.0
2015-01-27,10,1.0,-4.0,19.0,60.0
2015-01-27,11,1.0,-4.0,20.0,60.0
2015-01-27,12,2.0,-3.0,24.0,56.0
